player_id,region,total_playtime_hours,days_active,spending_category,total_spent,battle_pass_purchases,skins_purchased,loot_boxes_purchased,days_since_last_purchase,daily_sessions,sessions_per_week,churn_status,d1_retention,d7_retention,d30_retention,arpu,arppu
4051,LATAM,163,351,Small Spender,200,1,0,3,50,4,13,Yes,1,0,0,0.5698005698005698,0.5698005698005698
4052,APAC,0,283,Free,10,0,1,2,12,5,19,No,1,1,1,0.0353356890459364,0.0353356890459364
4053,APAC,79,124,Free,200,0,3,5,56,1,28,No,1,0,1,1.6129032258064515,1.6129032258064515
4054,EU,0,157,Free,0,0,4,2,9,3,33,No,1,1,0,0.0,0.0
4055,APAC,58,87,Small Spender,0,0,2,3,27,4,29,Yes,1,0,0,0.0,0.0
4056,NA,75,148,Free,10,1,2,6,14,2,37,Yes,1,0,0,0.06756756756756757,0.06756756756756757
4057,APAC,169,70,Free,10,1,1,0,27,3,31,No,0,1,0,0.14285714285714285,0.14285714285714285
4058,NA,119,76,Small Spender,0,0,1,2,28,0,17,No,0,0,0,0.0,0.0
4059,LATAM,58,114,Small Spender,200,1,1,5,59,2,12,Yes,1,0,0,1.7543859649122806,1.7543859649122806
4060,LATAM,153,3,Small Spender,100,0,3,3,35,0,36,No,1,0,0,33.333333333333336,33.333333333333336
4061,NA,100,234,Free,0,0,4,4,0,2,11,No,1,1,0,0.0,0.0
4062,NA,101,167,Small Spender,0,0,3,2,51,5,36,Yes,1,0,0,0.0,0.0
4063,APAC,39,99,Small Spender,0,0,1,3,57,1,10,Yes,0,1,0,0.0,0.0
4064,NA,50,124,Small Spender,50,0,0,5,22,4,34,No,1,0,1,0.4032258064516129,0.4032258064516129
4065,LATAM,58,45,Free,5,0,2,4,35,0,28,No,1,0,0,0.1111111111111111,0.1111111111111111
4066,NA,102,324,Free,0,1,3,2,24,2,20,No,1,1,0,0.0,0.0
4067,NA,103,287,Small Spender,0,1,1,2,37,1,31,No,0,1,0,0.0,0.0
4068,LATAM,177,106,Dolphin,0,1,2,4,58,2,17,No,1,1,0,0.0,0.0
4069,APAC,119,294,Small Spender,0,0,5,3,50,1,35,No,1,0,0,0.0,0.0
4070,APAC,0,134,Small Spender,0,0,2,4,59,3,13,No,1,1,0,0.0,0.0
4071,NA,113,8,Free,5,1,1,3,16,1,21,Yes,1,1,1,0.625,0.625
4072,APAC,27,28,Free,10,0,3,3,7,1,30,Yes,1,0,0,0.35714285714285715,0.35714285714285715
4073,EU,51,271,Small Spender,0,1,4,2,2,3,23,Yes,1,1,0,0.0,0.0
4074,EU,59,223,Small Spender,5,0,0,2,8,2,32,No,1,0,1,0.02242152466367713,0.02242152466367713
4075,APAC,66,8,Small Spender,0,0,4,4,42,1,27,No,1,1,0,0.0,0.0
4076,EU,31,310,Dolphin,0,0,2,5,37,5,22,No,1,0,1,0.0,0.0
4077,EU,110,134,Free,10,1,2,1,24,2,29,No,1,1,0,0.07462686567164178,0.07462686567164178
4078,NA,29,29,Free,0,0,1,1,27,5,13,Yes,1,0,0,0.0,0.0
4079,APAC,117,115,Dolphin,0,1,1,5,58,2,1,No,0,1,0,0.0,0.0
4080,NA,211,34,Free,0,0,1,7,44,3,28,No,0,1,0,0.0,0.0
4081,APAC,33,7,Small Spender,0,0,2,2,35,3,20,Yes,1,1,0,0.0,0.0
4082,NA,85,40,Dolphin,50,0,1,3,35,0,15,Yes,1,1,0,1.25,1.25
4083,EU,0,330,Free,0,0,5,1,16,3,17,No,1,0,0,0.0,0.0
4084,APAC,84,62,Small Spender,0,0,0,4,3,3,21,No,1,1,1,0.0,0.0
4085,NA,132,86,Free,50,1,1,3,26,1,13,Yes,1,0,0,0.5813953488372093,0.5813953488372093
4086,NA,136,213,Small Spender,0,0,4,5,19,3,28,Yes,1,0,1,0.0,0.0
4087,NA,103,116,Free,0,0,2,1,43,5,2,No,1,1,0,0.0,0.0
4088,EU,144,65,Small Spender,0,1,3,1,15,1,8,No,1,0,1,0.0,0.0
4089,APAC,227,297,Small Spender,100,0,2,4,45,2,24,No,0,0,1,0.3367003367003367,0.3367003367003367
4090,NA,185,170,Free,10,0,2,3,31,3,21,Yes,1,0,0,0.058823529411764705,0.058823529411764705
4091,APAC,73,116,Small Spender,0,0,3,5,16,3,29,No,1,0,0,0.0,0.0
4092,NA,27,322,Dolphin,5,0,1,4,51,4,15,Yes,1,1,0,0.015527950310559006,0.015527950310559006
4093,EU,79,116,Small Spender,0,0,2,1,33,3,5,No,0,1,1,0.0,0.0
4094,LATAM,52,221,Whale,0,0,1,2,17,1,24,Yes,1,0,0,0.0,0.0
4095,NA,122,357,Free,10,0,3,3,2,1,25,No,1,1,0,0.028011204481792718,0.028011204481792718
4096,EU,40,50,Free,0,1,1,2,48,3,28,No,1,0,0,0.0,0.0
4097,NA,96,327,Free,5,1,1,3,10,3,29,No,1,0,1,0.01529051987767584,0.01529051987767584
4098,NA,141,336,Whale,0,0,2,5,11,1,30,No,0,0,0,0.0,0.0
4099,NA,94,79,Free,0,0,2,8,24,2,23,No,1,0,0,0.0,0.0
4100,NA,52,20,Free,0,0,1,3,36,3,26,No,0,1,0,0.0,0.0
4101,EU,158,37,Free,0,0,3,4,16,3,23,No,1,0,0,0.0,0.0
4102,EU,6,259,Free,0,1,4,0,43,3,30,No,0,1,0,0.0,0.0
4103,EU,83,93,Dolphin,0,0,4,5,33,1,11,No,0,0,1,0.0,0.0
4104,NA,97,187,Free,5,1,4,6,19,2,14,No,1,0,0,0.026737967914438502,0.026737967914438502
4105,NA,100,357,Dolphin,0,0,1,2,57,2,32,Yes,1,1,0,0.0,0.0
4106,APAC,109,201,Free,0,0,2,3,16,2,7,Yes,1,0,0,0.0,0.0
4107,LATAM,130,288,Dolphin,0,0,1,3,19,2,24,No,0,0,1,0.0,0.0
4108,NA,98,48,Free,0,0,3,4,2,3,27,No,1,0,1,0.0,0.0
4109,LATAM,81,253,Free,50,0,3,3,0,0,5,No,1,1,0,0.1976284584980237,0.1976284584980237
4110,EU,79,46,Free,0,1,2,2,27,3,37,Yes,1,1,0,0.0,0.0
4111,EU,69,231,Free,50,0,0,0,46,3,28,No,1,0,0,0.21645021645021645,0.21645021645021645
4112,EU,139,95,Free,10,0,2,2,37,5,24,No,1,1,0,0.10526315789473684,0.10526315789473684
4113,NA,67,303,Free,0,0,4,4,56,5,10,Yes,0,1,0,0.0,0.0
4114,NA,142,218,Free,100,0,0,1,56,5,20,Yes,1,1,0,0.45871559633027525,0.45871559633027525
4115,EU,100,40,Free,10,0,1,4,5,3,24,No,1,0,0,0.25,0.25
4116,NA,73,203,Small Spender,100,0,4,1,43,4,9,No,1,1,0,0.49261083743842365,0.49261083743842365
4117,LATAM,130,116,Free,0,0,1,7,21,3,15,No,1,0,1,0.0,0.0
4118,EU,63,91,Small Spender,0,0,2,4,56,4,14,Yes,1,1,0,0.0,0.0
4119,NA,131,58,Whale,0,0,1,1,12,3,17,No,1,1,0,0.0,0.0
4120,APAC,110,10,Free,0,1,3,11,39,1,21,Yes,1,0,0,0.0,0.0
4121,NA,70,256,Free,100,0,3,3,3,3,35,Yes,1,1,0,0.390625,0.390625
4122,EU,126,317,Free,5,0,1,7,44,1,27,No,1,1,0,0.015772870662460567,0.015772870662460567
4123,APAC,127,249,Free,5,0,3,4,23,3,33,Yes,0,1,0,0.020080321285140562,0.020080321285140562
4124,LATAM,157,317,Small Spender,100,0,0,2,9,6,10,No,0,1,0,0.31545741324921134,0.31545741324921134
4125,APAC,148,6,Free,200,0,2,0,48,1,12,No,1,1,0,33.333333333333336,33.333333333333336
4126,APAC,124,331,Free,0,0,0,1,41,3,14,No,1,1,0,0.0,0.0
4127,APAC,43,188,Free,10,0,2,4,1,2,8,Yes,1,1,0,0.05319148936170213,0.05319148936170213
4128,LATAM,222,235,Small Spender,0,1,1,2,15,5,28,Yes,1,0,0,0.0,0.0
4129,NA,29,183,Small Spender,0,0,2,4,9,2,22,No,1,0,0,0.0,0.0
4130,NA,147,287,Whale,200,0,1,3,54,0,22,No,0,1,0,0.6968641114982579,0.6968641114982579
4131,NA,121,123,Dolphin,50,1,2,4,8,2,28,No,0,0,1,0.4065040650406504,0.4065040650406504
4132,NA,41,158,Free,5,0,0,4,54,4,22,Yes,1,1,0,0.03164556962025317,0.03164556962025317
4133,APAC,93,323,Free,0,0,3,3,25,5,27,Yes,1,0,0,0.0,0.0
4134,EU,96,13,Free,5,1,1,4,6,1,23,Yes,1,1,0,0.38461538461538464,0.38461538461538464
4135,EU,165,315,Free,0,0,2,6,15,2,39,No,1,1,0,0.0,0.0
4136,NA,64,54,Free,0,1,3,0,1,3,1,No,1,0,1,0.0,0.0
4137,APAC,86,360,Free,0,1,3,0,37,2,15,No,1,1,1,0.0,0.0
4138,NA,0,277,Free,0,0,0,6,27,2,20,No,1,1,0,0.0,0.0
4139,APAC,186,43,Free,0,0,3,3,25,3,16,No,1,0,0,0.0,0.0
4140,EU,46,267,Dolphin,10,1,1,3,13,5,20,Yes,1,1,1,0.03745318352059925,0.03745318352059925
4141,NA,116,109,Dolphin,0,0,4,3,7,3,17,No,1,1,0,0.0,0.0
4142,NA,94,323,Free,10,0,0,1,10,3,14,No,1,0,0,0.030959752321981424,0.030959752321981424
4143,NA,95,166,Free,0,0,0,5,32,0,17,No,1,0,1,0.0,0.0
4144,APAC,140,351,Free,0,1,1,5,59,4,8,Yes,1,0,0,0.0,0.0
4145,LATAM,183,106,Dolphin,0,0,5,7,12,4,7,No,1,1,0,0.0,0.0
4146,EU,112,51,Whale,10,1,2,4,38,0,30,No,1,1,0,0.19607843137254902,0.19607843137254902
4147,NA,132,204,Free,10,0,3,5,50,2,32,No,1,0,0,0.049019607843137254,0.049019607843137254
4148,EU,116,302,Free,0,1,1,2,45,0,20,No,0,0,0,0.0,0.0
4149,APAC,150,43,Free,0,1,2,3,5,4,24,Yes,1,1,0,0.0,0.0
4150,APAC,76,283,Free,5,0,1,4,52,1,28,No,1,1,0,0.0176678445229682,0.0176678445229682
4151,NA,153,85,Small Spender,0,1,5,1,18,2,23,No,1,1,0,0.0,0.0
4152,NA,155,217,Free,0,0,2,2,27,1,41,No,1,0,0,0.0,0.0
4153,APAC,154,158,Whale,0,1,3,1,23,2,14,Yes,1,0,0,0.0,0.0
4154,EU,66,350,Free,0,1,1,6,23,0,29,No,1,1,0,0.0,0.0
4155,NA,91,127,Small Spender,0,0,1,4,34,5,27,No,1,0,0,0.0,0.0
4156,NA,111,191,Free,0,0,2,2,48,5,27,No,1,0,0,0.0,0.0
4157,EU,31,266,Free,0,0,1,3,6,2,24,No,1,0,0,0.0,0.0
4158,LATAM,179,60,Small Spender,0,0,3,5,8,0,33,No,1,1,0,0.0,0.0
4159,LATAM,99,283,Dolphin,0,0,1,3,0,1,11,No,0,0,0,0.0,0.0
4160,EU,114,62,Small Spender,100,0,0,2,50,1,9,No,1,0,1,1.6129032258064515,1.6129032258064515
4161,EU,71,302,Small Spender,0,0,1,3,51,2,29,No,0,0,0,0.0,0.0
4162,NA,33,126,Small Spender,0,0,2,3,5,1,8,No,1,1,1,0.0,0.0
4163,EU,69,172,Free,0,1,1,3,41,1,33,No,0,1,0,0.0,0.0
4164,EU,110,63,Small Spender,0,0,1,1,11,1,11,No,1,0,0,0.0,0.0
4165,EU,133,260,Small Spender,5,0,0,4,27,2,26,No,1,1,0,0.019230769230769232,0.019230769230769232
4166,EU,108,16,Free,0,0,3,5,39,0,19,No,1,1,0,0.0,0.0
4167,NA,117,179,Free,50,0,3,1,37,4,12,Yes,1,1,0,0.27932960893854747,0.27932960893854747
4168,NA,83,330,Small Spender,10,1,1,1,27,4,10,Yes,1,1,0,0.030303030303030304,0.030303030303030304
4169,NA,124,101,Small Spender,50,0,1,1,25,4,26,Yes,1,0,0,0.49504950495049505,0.49504950495049505
4170,NA,174,176,Free,0,0,4,1,50,3,20,Yes,1,1,0,0.0,0.0
4171,NA,135,193,Small Spender,0,0,3,2,34,0,20,No,1,0,0,0.0,0.0
4172,LATAM,140,301,Small Spender,0,0,0,5,17,2,10,No,0,1,0,0.0,0.0
4173,EU,114,273,Free,5,0,1,2,26,2,38,Yes,1,0,0,0.018315018315018316,0.018315018315018316
4174,EU,24,261,Small Spender,0,0,2,4,56,2,19,No,0,1,1,0.0,0.0
4175,LATAM,47,175,Free,10,0,1,1,58,3,8,Yes,1,0,0,0.05714285714285714,0.05714285714285714
4176,LATAM,122,234,Free,0,0,2,1,56,2,9,Yes,0,0,0,0.0,0.0
4177,EU,99,300,Free,0,1,1,1,49,3,27,Yes,1,0,1,0.0,0.0
4178,APAC,121,216,Dolphin,0,0,6,4,9,6,1,Yes,1,1,0,0.0,0.0
4179,NA,183,247,Free,0,0,3,1,46,2,25,No,1,0,1,0.0,0.0
4180,NA,136,21,Small Spender,0,0,2,3,15,2,7,Yes,1,1,0,0.0,0.0
4181,EU,162,324,Free,0,1,0,5,7,3,20,No,1,0,0,0.0,0.0
4182,APAC,104,243,Dolphin,0,1,1,3,59,1,12,No,0,1,0,0.0,0.0
4183,APAC,59,288,Small Spender,10,0,1,3,42,5,31,Yes,0,1,0,0.034722222222222224,0.034722222222222224
4184,NA,97,280,Dolphin,0,1,1,2,6,5,16,Yes,1,1,1,0.0,0.0
4185,NA,59,244,Small Spender,0,1,1,2,12,1,28,No,0,0,1,0.0,0.0
4186,EU,177,163,Small Spender,0,0,3,2,53,1,13,No,1,1,1,0.0,0.0
4187,NA,139,146,Free,100,0,5,2,58,1,30,No,1,1,0,0.684931506849315,0.684931506849315
4188,EU,126,67,Free,0,0,3,3,43,3,20,Yes,1,0,0,0.0,0.0
4189,APAC,161,103,Free,200,0,1,3,47,4,37,No,1,1,0,1.941747572815534,1.941747572815534
4190,APAC,0,310,Small Spender,0,0,1,1,46,2,17,No,1,1,0,0.0,0.0
4191,APAC,129,125,Free,200,0,1,4,10,3,13,Yes,1,0,0,1.6,1.6
4192,LATAM,34,117,Free,0,1,1,1,52,0,26,No,1,1,0,0.0,0.0
4193,EU,99,251,Dolphin,0,1,1,2,34,3,20,No,0,0,1,0.0,0.0
4194,APAC,84,321,Small Spender,5,0,1,3,4,3,1,No,0,0,0,0.01557632398753894,0.01557632398753894
4195,EU,133,226,Dolphin,200,0,5,4,28,0,17,No,1,0,0,0.8849557522123894,0.8849557522123894
4196,NA,111,188,Free,50,0,2,4,22,6,27,No,1,1,0,0.26595744680851063,0.26595744680851063
4197,NA,167,187,Free,0,0,0,2,51,1,2,No,0,0,0,0.0,0.0
4198,NA,69,76,Free,0,1,1,1,36,2,27,No,1,1,0,0.0,0.0
4199,EU,135,273,Free,0,0,4,1,57,2,30,Yes,1,1,0,0.0,0.0
4200,EU,108,149,Free,0,0,1,4,20,2,11,No,0,0,0,0.0,0.0
4201,APAC,18,195,Free,0,0,2,1,33,2,1,No,0,1,0,0.0,0.0
4202,NA,54,364,Free,0,0,1,5,33,5,1,No,1,1,0,0.0,0.0
4203,NA,92,284,Free,0,0,3,3,16,1,37,No,1,0,0,0.0,0.0
4204,LATAM,155,44,Free,50,0,3,3,48,0,23,Yes,0,0,1,1.1363636363636365,1.1363636363636365
4205,NA,123,170,Free,0,0,9,1,49,3,6,No,0,1,0,0.0,0.0
4206,EU,41,94,Small Spender,0,1,4,5,12,1,21,No,1,1,1,0.0,0.0
4207,EU,92,224,Small Spender,0,0,1,4,54,0,26,Yes,1,1,0,0.0,0.0
4208,EU,200,278,Small Spender,0,1,5,5,4,4,22,No,0,1,0,0.0,0.0
4209,NA,105,38,Free,0,0,2,3,30,2,1,Yes,1,0,0,0.0,0.0
4210,NA,83,270,Whale,0,1,3,4,52,2,20,No,1,0,1,0.0,0.0
4211,NA,124,235,Dolphin,100,0,2,3,16,4,16,Yes,1,1,0,0.425531914893617,0.425531914893617
4212,EU,138,111,Free,0,0,5,5,23,3,9,No,1,0,0,0.0,0.0
4213,EU,77,168,Free,0,0,6,5,16,4,25,No,1,1,0,0.0,0.0
4214,NA,125,54,Free,0,0,2,4,47,3,36,No,1,0,0,0.0,0.0
4215,EU,83,127,Small Spender,0,1,5,5,45,4,7,Yes,0,1,1,0.0,0.0
4216,APAC,135,275,Free,0,0,2,4,15,0,23,No,1,0,1,0.0,0.0
4217,NA,108,42,Dolphin,0,0,0,3,25,4,15,Yes,1,1,1,0.0,0.0
4218,EU,124,41,Free,0,1,1,2,20,2,17,No,1,1,0,0.0,0.0
4219,APAC,62,50,Whale,10,0,2,4,10,3,12,No,1,0,0,0.2,0.2
4220,NA,58,159,Dolphin,10,1,2,3,23,3,17,Yes,1,1,0,0.06289308176100629,0.06289308176100629
4221,NA,147,332,Whale,0,0,1,4,49,4,31,No,1,0,0,0.0,0.0
4222,EU,96,182,Free,5,1,2,2,30,1,14,No,1,0,0,0.027472527472527472,0.027472527472527472
4223,LATAM,114,181,Free,0,0,0,4,37,2,16,No,1,0,0,0.0,0.0
4224,APAC,84,166,Small Spender,0,0,1,2,3,1,27,Yes,1,1,0,0.0,0.0
4225,EU,144,232,Small Spender,0,0,1,0,5,0,19,No,1,1,1,0.0,0.0
4226,APAC,69,206,Free,0,1,3,3,33,6,11,No,1,1,0,0.0,0.0
4227,EU,93,355,Small Spender,0,0,2,2,45,2,25,No,1,0,1,0.0,0.0
4228,EU,139,50,Free,5,0,1,3,22,3,3,No,0,0,0,0.1,0.1
4229,EU,158,146,Free,10,0,3,0,48,1,23,No,1,0,0,0.0684931506849315,0.0684931506849315
4230,NA,73,298,Free,50,0,2,3,17,5,43,No,0,0,0,0.16778523489932887,0.16778523489932887
4231,APAC,197,145,Dolphin,0,0,4,0,37,2,2,No,1,0,0,0.0,0.0
4232,EU,115,16,Free,0,1,0,6,36,2,25,No,1,0,0,0.0,0.0
4233,EU,47,85,Small Spender,0,0,4,2,53,2,16,No,0,1,1,0.0,0.0
4234,LATAM,118,216,Free,100,0,2,1,16,5,48,No,1,1,0,0.46296296296296297,0.46296296296296297
4235,NA,80,52,Small Spender,10,1,2,0,31,3,13,No,1,1,1,0.19230769230769232,0.19230769230769232
4236,NA,121,36,Dolphin,50,0,2,0,47,3,20,No,1,0,0,1.3888888888888888,1.3888888888888888
4237,NA,97,107,Free,0,0,3,3,48,0,10,No,1,0,1,0.0,0.0
4238,APAC,103,219,Free,0,0,1,0,21,2,24,Yes,1,0,0,0.0,0.0
4239,APAC,54,337,Small Spender,0,1,2,5,10,5,2,No,1,1,1,0.0,0.0
4240,NA,149,298,Dolphin,50,0,1,4,44,2,17,No,1,0,0,0.16778523489932887,0.16778523489932887
4241,APAC,42,254,Free,50,0,1,4,59,3,23,No,1,1,0,0.1968503937007874,0.1968503937007874
4242,EU,44,68,Free,0,0,1,4,34,1,27,Yes,1,0,0,0.0,0.0
4243,APAC,118,187,Free,0,0,1,5,54,1,24,No,0,0,0,0.0,0.0
4244,EU,180,124,Free,10,1,1,2,10,4,19,Yes,1,0,0,0.08064516129032258,0.08064516129032258
4245,EU,82,30,Free,0,0,0,2,19,2,1,No,0,1,0,0.0,0.0
4246,LATAM,135,185,Dolphin,50,0,0,0,9,5,37,No,1,0,0,0.2702702702702703,0.2702702702702703
4247,NA,153,289,Free,0,1,0,5,27,3,15,No,1,0,0,0.0,0.0
4248,NA,140,359,Free,0,0,0,5,59,2,11,No,1,1,0,0.0,0.0
4249,EU,84,53,Dolphin,5,0,5,3,46,1,20,No,0,1,0,0.09433962264150944,0.09433962264150944
4250,LATAM,45,177,Free,5,0,2,1,38,3,15,No,1,1,0,0.02824858757062147,0.02824858757062147
4251,EU,0,133,Small Spender,0,1,1,6,31,5,14,Yes,1,0,0,0.0,0.0
4252,NA,86,362,Small Spender,100,0,1,2,52,3,11,No,1,0,0,0.27624309392265195,0.27624309392265195
4253,NA,158,77,Free,200,0,1,4,6,3,17,No,0,1,0,2.5974025974025974,2.5974025974025974
4254,EU,43,350,Free,0,0,2,4,57,2,29,No,1,1,0,0.0,0.0
4255,NA,135,60,Free,0,1,3,4,2,3,23,No,1,1,0,0.0,0.0
4256,APAC,52,311,Free,0,1,1,3,23,4,23,Yes,1,1,1,0.0,0.0
4257,LATAM,105,91,Free,0,0,2,2,6,3,25,Yes,1,0,0,0.0,0.0
4258,EU,135,298,Whale,100,0,3,4,4,1,20,No,1,0,0,0.33557046979865773,0.33557046979865773
4259,EU,67,325,Free,0,1,2,2,50,4,33,Yes,1,0,0,0.0,0.0
4260,EU,108,280,Dolphin,0,1,1,4,9,2,17,No,1,0,0,0.0,0.0
4261,NA,79,199,Free,100,1,6,1,57,4,33,Yes,0,0,0,0.5025125628140703,0.5025125628140703
4262,LATAM,135,118,Dolphin,0,1,2,4,20,1,14,No,0,1,0,0.0,0.0
4263,EU,111,183,Small Spender,10,0,2,0,16,5,23,Yes,1,0,0,0.0546448087431694,0.0546448087431694
4264,EU,102,55,Small Spender,0,0,1,4,13,2,23,No,1,1,0,0.0,0.0
4265,APAC,177,271,Free,200,1,3,2,55,2,13,No,0,0,0,0.7380073800738007,0.7380073800738007
4266,EU,133,5,Free,10,1,3,3,29,1,32,No,1,0,0,2.0,2.0
4267,EU,65,101,Free,100,1,3,2,5,3,23,Yes,1,0,0,0.9900990099009901,0.9900990099009901
4268,NA,95,286,Small Spender,200,0,0,2,51,1,34,No,1,0,0,0.6993006993006993,0.6993006993006993
4269,APAC,96,53,Small Spender,0,0,0,3,26,4,15,No,1,1,1,0.0,0.0
4270,LATAM,104,218,Free,0,0,1,5,47,2,15,No,1,1,0,0.0,0.0
4271,EU,226,329,Dolphin,5,1,3,5,3,4,15,No,1,1,0,0.015197568389057751,0.015197568389057751
4272,LATAM,118,286,Dolphin,50,0,3,0,25,0,16,No,1,1,0,0.17482517482517482,0.17482517482517482
4273,NA,0,240,Free,0,1,2,6,0,5,31,No,0,0,1,0.0,0.0
4274,EU,72,214,Free,100,0,2,2,42,3,12,Yes,1,1,0,0.4672897196261682,0.4672897196261682
4275,EU,3,104,Small Spender,0,0,0,4,48,3,20,No,1,1,1,0.0,0.0
4276,EU,83,361,Free,50,0,2,5,7,3,21,No,0,1,1,0.13850415512465375,0.13850415512465375
4277,EU,0,364,Small Spender,0,0,2,3,26,5,13,No,0,0,1,0.0,0.0
4278,NA,56,222,Small Spender,0,0,4,5,53,4,22,No,1,1,1,0.0,0.0
4279,NA,23,340,Free,0,1,4,3,3,3,34,Yes,1,1,0,0.0,0.0
4280,EU,119,348,Small Spender,0,0,3,1,34,3,23,Yes,1,0,0,0.0,0.0
4281,NA,100,189,Free,0,0,1,5,48,0,29,No,1,0,0,0.0,0.0
4282,APAC,115,327,Dolphin,0,0,1,1,8,4,41,Yes,1,1,0,0.0,0.0
4283,NA,94,324,Free,0,1,0,1,57,2,10,No,1,1,1,0.0,0.0
4284,NA,30,311,Free,10,0,2,6,18,3,34,Yes,1,1,0,0.03215434083601286,0.03215434083601286
4285,EU,125,99,Dolphin,0,0,4,2,45,7,14,No,1,0,0,0.0,0.0
4286,EU,196,97,Free,0,1,1,1,38,0,22,Yes,1,1,0,0.0,0.0
4287,LATAM,120,327,Small Spender,100,0,1,3,3,4,13,No,0,1,0,0.3058103975535168,0.3058103975535168
4288,EU,78,73,Free,10,0,1,4,39,2,15,Yes,1,0,0,0.136986301369863,0.136986301369863
4289,NA,28,256,Free,0,1,5,5,26,0,17,Yes,1,1,0,0.0,0.0
4290,APAC,54,231,Small Spender,50,0,0,5,7,2,23,Yes,1,1,0,0.21645021645021645,0.21645021645021645
4291,EU,122,170,Free,200,0,0,3,36,2,12,No,1,0,0,1.1764705882352942,1.1764705882352942
4292,NA,153,333,Whale,100,0,1,5,28,1,35,Yes,1,1,0,0.3003003003003003,0.3003003003003003
4293,EU,113,157,Free,50,1,3,0,31,3,39,No,1,0,1,0.3184713375796178,0.3184713375796178
4294,LATAM,139,222,Free,5,0,5,5,45,2,14,No,1,1,0,0.02252252252252252,0.02252252252252252
4295,EU,135,364,Free,0,0,2,1,9,3,16,No,1,1,0,0.0,0.0
4296,NA,125,346,Small Spender,5,0,1,4,18,3,32,No,1,0,0,0.014450867052023121,0.014450867052023121
4297,NA,67,99,Free,5,0,1,3,52,1,24,No,1,0,0,0.050505050505050504,0.050505050505050504
4298,NA,108,220,Free,0,0,1,6,17,2,10,No,1,0,0,0.0,0.0
4299,EU,57,244,Dolphin,0,0,3,2,25,2,14,No,1,1,1,0.0,0.0
4300,EU,100,259,Free,0,0,2,5,29,3,20,No,1,1,0,0.0,0.0
4301,NA,116,194,Free,5,1,1,4,28,3,25,No,0,0,0,0.02577319587628866,0.02577319587628866
4302,LATAM,183,150,Free,0,0,1,5,21,3,6,No,0,1,0,0.0,0.0
4303,APAC,34,155,Free,0,0,1,1,43,3,9,No,0,0,1,0.0,0.0
4304,EU,124,22,Free,50,0,2,4,11,3,27,No,1,1,0,2.272727272727273,2.272727272727273
4305,APAC,174,116,Free,0,1,0,4,46,2,24,No,1,1,0,0.0,0.0
4306,NA,137,113,Free,200,1,2,3,22,1,25,No,0,1,1,1.7699115044247788,1.7699115044247788
4307,EU,141,211,Free,0,1,1,3,53,2,10,Yes,0,1,0,0.0,0.0
4308,EU,129,24,Free,0,0,0,3,8,2,25,No,1,1,0,0.0,0.0
4309,APAC,164,283,Small Spender,0,1,3,5,10,1,33,No,1,1,0,0.0,0.0
4310,APAC,45,292,Small Spender,0,0,1,3,20,2,18,No,1,1,1,0.0,0.0
4311,NA,30,363,Free,0,0,1,4,10,2,29,No,1,0,1,0.0,0.0
4312,LATAM,99,56,Dolphin,50,0,2,5,30,2,12,No,1,1,1,0.8928571428571429,0.8928571428571429
4313,NA,0,266,Small Spender,10,0,2,1,39,1,10,No,1,0,0,0.03759398496240601,0.03759398496240601
4314,LATAM,161,54,Whale,50,0,1,2,31,1,1,Yes,1,1,1,0.9259259259259259,0.9259259259259259
4315,LATAM,161,337,Free,0,1,1,2,40,1,37,Yes,1,0,0,0.0,0.0
4316,NA,78,108,Small Spender,0,1,7,2,15,3,16,No,1,1,0,0.0,0.0
4317,APAC,81,202,Free,0,0,2,3,46,3,35,No,1,0,0,0.0,0.0
4318,NA,96,202,Small Spender,0,1,2,4,11,3,13,Yes,1,1,0,0.0,0.0
4319,EU,102,337,Free,5,0,0,6,9,5,20,No,1,1,1,0.01483679525222552,0.01483679525222552
4320,EU,106,218,Free,0,0,2,0,5,0,27,No,1,0,0,0.0,0.0
4321,EU,127,243,Free,100,1,3,9,36,4,33,No,1,1,0,0.411522633744856,0.411522633744856
4322,LATAM,91,354,Free,5,0,1,1,19,3,26,No,1,1,0,0.014124293785310734,0.014124293785310734
4323,APAC,147,178,Free,50,0,3,3,34,1,15,No,1,0,1,0.2808988764044944,0.2808988764044944
4324,EU,122,61,Free,5,0,2,4,38,3,9,No,1,0,0,0.08196721311475409,0.08196721311475409
4325,APAC,69,36,Free,0,0,0,2,41,3,30,No,1,1,1,0.0,0.0
4326,LATAM,166,358,Dolphin,10,0,1,5,10,3,16,Yes,0,0,0,0.027932960893854747,0.027932960893854747
4327,NA,32,46,Dolphin,0,0,1,1,1,3,18,No,1,1,0,0.0,0.0
4328,LATAM,95,95,Free,0,0,3,4,18,2,20,No,0,0,0,0.0,0.0
4329,NA,148,327,Free,0,0,0,4,25,3,9,No,1,0,0,0.0,0.0
4330,APAC,63,44,Free,0,0,3,4,34,3,5,Yes,1,0,0,0.0,0.0
4331,NA,115,320,Free,0,0,0,0,57,5,22,No,1,1,0,0.0,0.0
4332,NA,127,226,Free,0,0,1,4,44,5,32,No,1,0,0,0.0,0.0
4333,EU,56,146,Free,0,0,2,3,1,2,15,No,1,0,0,0.0,0.0
4334,EU,96,269,Small Spender,50,0,3,5,17,2,16,No,1,1,0,0.18587360594795538,0.18587360594795538
